Collection date,Site,Subsite,Species,Growth Stage,Replicate,Wet weight in canister,Dry weight in canstier,Canister weight,Wet Wt,Dry Wt,Water Wt,LFM,Concern,Notes,Notes,
2015-03-16,Painted Cave,,ADFA,,Sample #4,115,88,66.9,48.1,21.1,27,1.27962,,,,
2015-03-16,Painted Cave,,CEME,,Sample #1,111.6,87.1,67.5,44.1,19.6,24.5,1.25,,,,
2015-03-16,Painted Cave,,CEME,,Sample #2,112.4,85.2,66,46.4,19.2,27.2,1.41667,,,,
2015-03-16,Painted Cave,,CEME,,Sample #3,110.3,83.8,66.3,44,17.5,26.5,1.51429,,,,
2015-03-16,Painted Cave,,CEME,,Sample #4,124.9,92,66.9,58,25.1,32.9,1.31076,,,,
2015-03-16,St Mary's,,CEME,,Sample #1,100.3,81.5,67.3,33,14.2,18.8,1.32394,,,,
2015-03-16,St Mary's,,CEME,,Sample #2,97.9,79.7,67.6,30.3,12.1,18.2,1.50413,,,,
2015-03-16,St Mary's,,CEME,,Sample #3,116.9,90.2,67,49.9,23.2,26.7,1.15086,,,,
2015-03-16,St Mary's,,CEME,,Sample #4,106,85.6,67.2,38.8,18.4,20.4,1.1087,,,,
2015-03-16,Tunnel Road,,CEME,,Sample #1,102.1,83.3,67.1,35,16.2,18.8,1.16049,,,,
2015-03-16,Tunnel Road,,CEME,,Sample #2,101.1,82.3,67.1,34,15.2,18.8,1.23684,,,,
2015-03-16,Tunnel Road,,CEME,,Sample #3,105.4,84.8,66.7,38.7,18.1,20.6,1.13812,,,,
2015-03-16,Tunnel Road,,CEME,,Sample #4,110.6,87.3,67.2,43.4,20.1,23.3,1.1592,,,,
2015-04-01,Painted Cave,,ADFA,,Sample #1,107,88.4,67.5,39.5,20.9,18.6,0.88995,,,,
2015-04-01,Painted Cave,,ADFA,,Sample #2,95.7,81.7,66.1,29.6,15.6,14,0.89744,,,,
2015-04-01,Painted Cave,,ADFA,,Sample #3,104.4,84.6,66.8,37.6,17.8,19.8,1.11236,,,,
2015-04-01,Painted Cave,,ADFA,,Sample #4,111.1,89.3,66.9,44.2,22.4,21.8,0.97321,,,,
2015-04-01,Painted Cave,,CEME,,Sample #1,112.8,91.7,67.3,45.5,24.4,21.1,0.86475,,,,
2015-04-01,Painted Cave,,CEME,,Sample #2,121.2,88.3,67.6,53.6,20.7,32.9,1.58937,,,,
2015-04-01,Painted Cave,,CEME,,Sample #3,114,86.9,66.3,47.7,20.6,27.1,1.31553,,,,
2015-04-01,Painted Cave,,CEME,,Sample #4,120.5,89.8,66.9,53.6,22.9,30.7,1.34061,,,,
2015-04-01,St Mary's,,CEME,,Sample #1,153.7,111.8,67.2,86.5,44.6,41.9,0.93946,,,,
2015-04-01,St Mary's,,CEME,,Sample #2,135.7,103.2,67.5,68.2,35.7,32.5,0.91036,,,,
2015-04-01,St Mary's,,CEME,,Sample #3,126.5,100.6,66.4,60.1,34.2,25.9,0.75731,,,,
2015-04-01,St Mary's,,CEME,,Sample #4,135.9,103.8,67.2,68.7,36.6,32.1,0.87705,,,,
2015-04-01,Tunnel Road,,CEME,,Sample #1,128.3,101.1,67.1,61.2,34,27.2,0.8,,,,
2015-04-01,Tunnel Road,,CEME,,Sample #2,133.3,103.8,67,66.3,36.8,29.5,0.80163,,,,
2015-04-01,Tunnel Road,,CEME,,Sample #3,150.7,113.5,66.7,84,46.8,37.2,0.79487,,,,
2015-04-01,Tunnel Road,,CEME,,Sample #4,123.7,99,67.1,56.6,31.9,24.7,0.77429,,,,
2015-04-15,Painted Cave,,ADFA,,Sample #1,107.4,90.1,67.5,39.9,22.6,17.3,0.76549,,,,
2015-04-15,Painted Cave,,ADFA,,Sample #2,111.5,92,66,45.5,26,19.5,0.75,,,,
2015-04-15,Painted Cave,,ADFA,,Sample #3,106,86.1,66.6,39.4,19.5,19.9,1.02051,,,,
2015-04-15,Painted Cave,,ADFA,,Sample #4,117.3,93,66.9,50.4,26.1,24.3,0.93103,,,,
2015-04-15,Painted Cave,,CEME,,Sample #1,125.4,95.7,67.5,57.9,28.2,29.7,1.05319,,,,
2015-04-15,Painted Cave,,CEME,,Sample #2,121.5,93.7,67.3,54.2,26.4,27.8,1.05303,,,,
2015-04-15,Painted Cave,,CEME,,Sample #3,115.9,89.9,66.2,49.7,23.7,26,1.09705,,,,
2015-04-15,Painted Cave,,CEME,,Sample #4,118.3,91.9,66.8,51.5,25.1,26.4,1.05179,,,,
2015-04-15,St Mary's,,CEME,,Sample #1,96.9,83.9,67.2,29.7,16.7,13,0.77844,,,,
2015-04-15,St Mary's,,CEME,,Sample #2,97.2,83.6,67.4,29.8,16.2,13.6,0.83951,,,,
2015-04-15,St Mary's,,CEME,,Sample #3,109.4,91.5,67,42.4,24.5,17.9,0.73061,,,,
2015-04-15,St Mary's,,CEME,,Sample #4,107.2,91.7,67.1,40.1,24.6,15.5,0.63008,,,,
2015-04-15,Tunnel Road,,CEME,,Sample #1,94.3,83.5,67,27.3,16.5,10.8,0.65455,,,,
2015-04-15,Tunnel Road,,CEME,,Sample #2,98.7,85.7,66.9,31.8,18.8,13,0.69149,,,,
2015-04-15,Tunnel Road,,CEME,,Sample #3,104.7,88.5,66.7,38,21.8,16.2,0.74312,,,,
2015-04-15,Tunnel Road,,CEME,,Sample #4,109.4,92.4,67.2,42.2,25.2,17,0.6746,,,,
2015-05-05,Painted Cave,,ADFA,,Sample #1,90.8,82.4,67.6,23.2,14.8,8.4,0.56757,Yes,,,
2015-05-05,Painted Cave,,ADFA,,Sample #2,97,86.2,68.1,28.9,18.1,10.8,0.59669,Yes,,,
2015-05-05,Painted Cave,,ADFA,,Sample #3,104.6,91.8,68.6,36,23.2,12.8,0.55172,Yes,,,
2015-05-05,Painted Cave,,ADFA,,Sample #4,101.5,89.5,68.8,32.7,20.7,12,0.57971,Yes,,,
2015-05-05,Painted Cave,,CEME,,Sample #1,101.1,90.2,68.4,32.7,21.8,10.9,0.5,Yes,,,
2015-05-05,Painted Cave,,CEME,,Sample #2,100.3,89.6,68.7,31.6,20.9,10.7,0.51196,Yes,,,
2015-05-05,Painted Cave,,CEME,,Sample #3,100.4,89.5,68.6,31.8,20.9,10.9,0.52153,Yes,,,
2015-05-05,Painted Cave,,CEME,,Sample #4,98,88,69,29,19,10,0.52632,Yes,,,
2015-05-05,St Mary's,,CEME,,Sample #1,103.9,91.8,68.6,35.3,23.2,12.1,0.52155,Yes,,,
2015-05-05,St Mary's,,CEME,,Sample #2,110.3,95.2,67.5,42.8,27.7,15.1,0.54513,Yes,,,
2015-05-05,St Mary's,,CEME,,Sample #3,95.1,85.4,67.7,27.4,17.7,9.7,0.54802,Yes,,,
2015-05-05,St Mary's,,CEME,,Sample #4,90.6,82.7,68.4,22.2,14.3,7.9,0.55245,Yes,,,
2015-05-05,Tunnel Road,,CEME,,Sample #1,94,84.9,68.5,25.5,16.4,9.1,0.55488,Yes,,,
2015-05-05,Tunnel Road,,CEME,,Sample #2,104,91.3,68.6,35.4,22.7,12.7,0.55947,Yes,,,
2015-05-05,Tunnel Road,,CEME,,Sample #3,103.2,91.3,68.5,34.7,22.8,11.9,0.52193,Yes,,,
2015-05-05,Tunnel Road,,CEME,,Sample #4,103.6,91,67.6,36,23.4,12.6,0.53846,Yes,,,
2015-05-15,Painted Cave,,ADFA,,Sample #1,111.7,93,67.5,44.2,25.5,18.7,0.73333,,,,
2015-05-15,Painted Cave,,ADFA,,Sample #2,108.4,91.3,66.1,42.3,25.2,17.1,0.67857,,,,
2015-05-15,Painted Cave,,ADFA,,Sample #3,110.6,91.8,66.8,43.8,25,18.8,0.752,,,,
2015-05-15,Painted Cave,,ADFA,,Sample #4,112.7,90.4,66.9,45.8,23.5,22.3,0.94894,,,,
2015-05-15,Painted Cave,,CEME,,Sample #1,114,92,67.6,46.4,24.4,22,0.90164,,,,
2015-05-15,Painted Cave,,CEME,,Sample #2,100.4,84.7,67.3,33.1,17.4,15.7,0.9023,,,,
2015-05-15,Painted Cave,,CEME,,Sample #3,111.9,89.8,66.3,45.6,23.5,22.1,0.94043,,,,
2015-05-15,Painted Cave,,CEME,,Sample #4,104,86.5,67,37,19.5,17.5,0.89744,,,,
2015-05-15,St Mary's,,CEME,,Sample #1,106,90.2,67.3,38.7,22.9,15.8,0.68996,,,,
2015-05-15,St Mary's,,CEME,,Sample #2,117.2,97,67.5,49.7,29.5,20.2,0.68475,,,,
2015-05-15,St Mary's,,CEME,,Sample #3,118.1,98.5,67,51.1,31.5,19.6,0.62222,,,,
2015-05-15,St Mary's,,CEME,,Sample #4,112.3,94.7,67.3,45,27.4,17.6,0.64234,,,,
2015-05-15,Tunnel Road,,CEME,,Sample #1,140.1,109.7,67.2,72.9,42.5,30.4,0.71529,,,,
2015-05-15,Tunnel Road,,CEME,,Sample #2,127.1,103.3,67,60.1,36.3,23.8,0.65565,,,,
2015-05-15,Tunnel Road,,CEME,,Sample #3,106.6,91.2,66.8,39.8,24.4,15.4,0.63115,,,,
2015-05-15,Tunnel Road,,CEME,,Sample #4,106.4,91.7,67.2,39.2,24.5,14.7,0.6,,,,
2015-06-01,Painted Cave,,ADFA,,Sample #1,111.5,94.2,67.5,44,26.7,17.3,0.64794,,,,
2015-06-01,Painted Cave,,ADFA,,Sample #2,104.3,88.9,66,38.3,22.9,15.4,0.67249,,,,
2015-06-01,Painted Cave,,ADFA,,Sample #3,104.3,88.6,66.7,37.6,21.9,15.7,0.71689,,,,
2015-06-01,Painted Cave,,ADFA,,Sample #4,109.4,91.7,66.9,42.5,24.8,17.7,0.71371,,,,
2015-06-01,Painted Cave,,CEME,,Sample #1,114.5,92.9,67.5,47,25.4,21.6,0.85039,,,,
2015-06-01,Painted Cave,,CEME,,Sample #2,113.8,91.8,67.3,46.5,24.5,22,0.89796,,,,
2015-06-01,Painted Cave,,CEME,,Sample #3,131.7,102.5,66.3,65.4,36.2,29.2,0.80663,,,,
2015-06-01,Painted Cave,,CEME,,Sample #4,113,92.8,67,46,25.8,20.2,0.78295,,,,
2015-06-01,St Mary's,,CEME,,Sample #1,122.4,100.5,67.2,55.2,33.3,21.9,0.65766,,,,
2015-06-01,St Mary's,,CEME,,Sample #2,130.4,105.7,67.5,62.9,38.2,24.7,0.6466,,,,
2015-06-01,St Mary's,,CEME,,Sample #3,133.4,107.9,66.9,66.5,41,25.5,0.62195,,,,
2015-06-01,St Mary's,,CEME,,Sample #4,116.8,97.7,67.2,49.6,30.5,19.1,0.62623,,,,
2015-06-01,Tunnel Road,,CEME,,Sample #1,121.8,100.5,67.1,54.7,33.4,21.3,0.63772,,,,
2015-06-01,Tunnel Road,,CEME,,Sample #2,133.1,107.2,67,66.1,40.2,25.9,0.64428,,,,
2015-06-01,Tunnel Road,,CEME,,Sample #3,130.5,106.1,66.7,63.8,39.4,24.4,0.61929,,,,
2015-06-01,Tunnel Road,,CEME,,Sample #4,139.1,111.8,67.2,71.9,44.6,27.3,0.61211,,,,
2015-06-15,Painted Cave,,ADFA,,Sample #1,107.3,91.2,67.3,40,23.9,16.1,0.67364,,,,
2015-06-15,Painted Cave,,ADFA,,Sample #2,114.9,93.7,65.9,49,27.8,21.2,0.76259,,,,
2015-06-15,Painted Cave,,ADFA,,Sample #3,108.2,90.6,66.6,41.6,24,17.6,0.73333,,,,
2015-06-15,Painted Cave,,ADFA,,Sample #4,109.8,91.2,66.8,43,24.4,18.6,0.7623,,,,
2015-06-15,Painted Cave,,CEME,,Sample #1,103.9,86.9,67.5,36.4,19.4,17,0.87629,,,,
2015-06-15,Painted Cave,,CEME,,Sample #2,104.9,86.8,67.3,37.6,19.5,18.1,0.92821,,,,
2015-06-15,Painted Cave,,CEME,,Sample #3,131.8,100.9,66.2,65.6,34.7,30.9,0.89049,,,,
2015-06-15,Painted Cave,,CEME,,Sample #4,119.9,93.4,66.8,53.1,26.6,26.5,0.99624,,,,
2015-06-15,St Mary's,,CEME,,Sample #1,105.4,88.4,67.2,38.2,21.2,17,0.80189,,,,
2015-06-15,St Mary's,,CEME,,Sample #2,107.1,89.6,67.5,39.6,22.1,17.5,0.79186,,,,
2015-06-15,St Mary's,,CEME,,Sample #3,110,91.6,66.9,43.1,24.7,18.4,0.74494,,,,
2015-06-15,St Mary's,,CEME,,Sample #4,97.9,85.2,67.4,30.5,17.8,12.7,0.71348,,,,
2015-06-15,Tunnel Road,,CEME,,Sample #1,111.2,92.1,67.1,44.1,25,19.1,0.764,,,,
2015-06-15,Tunnel Road,,CEME,,Sample #2,112.8,92.2,67,45.8,25.2,20.6,0.81746,,,,
2015-06-15,Tunnel Road,,CEME,,Sample #3,104.8,87.9,66.9,37.9,21,16.9,0.80476,,,,
2015-06-15,Tunnel Road,,CEME,,Sample #4,102.1,87,67.4,34.7,19.6,15.1,0.77041,,,,
2015-07-01,Painted Cave,,ADFA,,Sample #1,101.6,88.1,67.7,33.9,20.4,13.5,0.66176,,,,
2015-07-01,Painted Cave,,ADFA,,Sample #2,105.4,88.9,66.2,39.2,22.7,16.5,0.72687,,,,
2015-07-01,Painted Cave,,ADFA,,Sample #3,116.8,95.7,66.7,50.1,29,21.1,0.72759,,,,
2015-07-01,Painted Cave,,ADFA,,Sample #4,107.3,90.5,67.1,40.2,23.4,16.8,0.71795,,,,
2015-07-01,Painted Cave,,CEME,,Sample #1,112.9,94.4,67.6,45.3,26.8,18.5,0.6903,,,,
2015-07-01,Painted Cave,,CEME,,Sample #2,126.3,100.8,67.4,58.9,33.4,25.5,0.76347,,,,
2015-07-01,Painted Cave,,CEME,,Sample #3,122.3,99,66.5,55.8,32.5,23.3,0.71692,,,,
2015-07-01,Painted Cave,,CEME,,Sample #4,118.5,97.2,67,51.5,30.2,21.3,0.7053,,,,
2015-07-01,St Mary's,,CEME,,Sample #1,125.4,101,67.5,57.9,33.5,24.4,0.72836,,,,
2015-07-01,St Mary's,,CEME,,Sample #2,133.1,105.2,67.6,65.5,37.6,27.9,0.74202,,,,
2015-07-01,St Mary's,,CEME,,Sample #3,132.1,105.7,67.2,64.9,38.5,26.4,0.68571,,,,
2015-07-01,St Mary's,,CEME,,Sample #4,134.1,107.6,67.1,67,40.5,26.5,0.65432,,,,
2015-07-01,Tunnel Road,,CEME,,Sample #1,135.2,108,67.4,67.8,40.6,27.2,0.66995,,,,
2015-07-01,Tunnel Road,,CEME,,Sample #2,131.2,105.5,67.1,64.1,38.4,25.7,0.66927,,,,
2015-07-01,Tunnel Road,,CEME,,Sample #3,141.2,111.3,67,74.2,44.3,29.9,0.67494,,,,
2015-07-01,Tunnel Road,,CEME,,Sample #4,134.4,107.6,67.3,67.1,40.3,26.8,0.66501,,,,
2015-07-15,Painted Cave,,ADFA,,Sample #1,112.2,95,67.6,44.6,27.4,17.2,0.62774,,,,
2015-07-15,Painted Cave,,ADFA,,Sample #2,113.1,94.4,66.1,47,28.3,18.7,0.66078,,,,
2015-07-15,Painted Cave,,ADFA,,Sample #3,93.9,83.5,66.7,27.2,16.8,10.4,0.61905,,,,
2015-07-15,Painted Cave,,ADFA,,Sample #4,82.2,76,67,15.2,9,6.2,0.68889,,,,
2015-07-15,Painted Cave,,CEME,,Sample #1,103.7,89.6,67.6,36.1,22,14.1,0.64091,,,,
2015-07-15,Painted Cave,,CEME,,Sample #2,118,97.5,67.4,50.6,30.1,20.5,0.68106,,,,
2015-07-15,Painted Cave,,CEME,,Sample #3,96.7,84.6,66.3,30.4,18.3,12.1,0.6612,,,,
2015-07-15,Painted Cave,,CEME,,Sample #4,101.3,86.7,66.9,34.4,19.8,14.6,0.73737,,,,
2015-07-15,St Mary's,,CEME,,Sample #1,99.8,87.7,67.2,32.6,20.5,12.1,0.59024,,,,
2015-07-15,St Mary's,,CEME,,Sample #2,103.9,89.7,67.5,36.4,22.2,14.2,0.63964,,,,
2015-07-15,St Mary's,,CEME,,Sample #3,115.9,97.7,66.9,49,30.8,18.2,0.59091,,,,
2015-07-15,St Mary's,,CEME,,Sample #4,105.9,91.2,67.2,38.7,24,14.7,0.6125,,,,
2015-07-15,Tunnel Road,,CEME,,Sample #1,98.5,86.6,67.1,31.4,19.5,11.9,0.61026,,,,
2015-07-15,Tunnel Road,,CEME,,Sample #2,110.2,94.4,67,43.2,27.4,15.8,0.57664,,,,
2015-07-15,Tunnel Road,,CEME,,Sample #3,105.8,91.5,66.7,39.1,24.8,14.3,0.57661,,,,
2015-07-15,Tunnel Road,,CEME,,Sample #4,118.9,100,67.1,51.8,32.9,18.9,0.57447,,,,
2015-08-03,Painted Cave,,ADFA,,Sample #1,103.1,89.4,67.8,35.3,21.6,13.7,0.63426,,,,
2015-08-03,Painted Cave,,ADFA,,Sample #2,106.1,91,66.2,39.9,24.8,15.1,0.60887,,,,
2015-08-03,Painted Cave,,ADFA,,Sample #3,83,76.9,66.8,16.2,10.1,6.1,0.60396,,,,
2015-08-03,Painted Cave,,ADFA,,Sample #4,83.5,76.3,67.2,16.3,9.1,7.2,0.79121,,,,
2015-08-03,Painted Cave,,CEME,,Sample #1,110.7,94.4,67.8,42.9,26.6,16.3,0.61278,,,,
2015-08-03,Painted Cave,,CEME,,Sample #2,110,94.3,67.5,42.5,26.8,15.7,0.58582,,,,
2015-08-03,Painted Cave,,CEME,,Sample #3,102.9,89.1,66.4,36.5,22.7,13.8,0.60793,,,,
2015-08-03,Painted Cave,,CEME,,Sample #4,100.1,87.3,67,33.1,20.3,12.8,0.63054,,,,
2015-08-03,St Mary's,,CEME,,Sample #1,136.2,107.8,67.1,69.1,40.7,28.4,0.69779,,,,
2015-08-03,St Mary's,,CEME,,Sample #2,140.8,110.4,67,73.8,43.4,30.4,0.70046,,,,
2015-08-03,St Mary's,,CEME,,Sample #3,149.3,121.9,66.8,82.5,55.1,27.4,0.49728,,,,
2015-08-03,St Mary's,,CEME,,Sample #4,160.3,112.5,67.2,93.1,45.3,47.8,1.05519,,,,
2015-08-03,Tunnel Road,,CEME,,Sample #1,130.3,110.8,67.2,63.1,43.6,19.5,0.44725,Yes,,,
2015-08-03,Tunnel Road,,CEME,,Sample #2,135.2,113.9,67.5,67.7,46.4,21.3,0.45905,,,,
2015-08-03,Tunnel Road,,CEME,,Sample #3,153.4,120,67,86.4,53,33.4,0.63019,,,,
2015-08-03,Tunnel Road,,CEME,,Sample #4,137.3,127,67.2,70.1,59.8,10.3,0.17224,Yes,,,
2015-08-17,Painted Cave,,ADFA,,Sample #1,102.8,89.6,67.6,35.2,22,13.2,0.6,,,,
2015-08-17,Painted Cave,,ADFA,,Sample #2,111.9,94.2,66.1,45.8,28.1,17.7,0.62989,,,,
2015-08-17,Painted Cave,,ADFA,,Sample #3,88,79.8,66.8,21.2,13,8.2,0.63077,,,,
2015-08-17,Painted Cave,,ADFA,,Sample #4,88.4,79.8,67,21.4,12.8,8.6,0.67188,,,,
2015-08-17,Painted Cave,,CEME,,Sample #1,110.5,95,67.6,42.9,27.4,15.5,0.56569,,,,
2015-08-17,Painted Cave,,CEME,,Sample #2,118,98.9,67.4,50.6,31.5,19.1,0.60635,,,,
2015-08-17,Painted Cave,,CEME,,Sample #3,87.7,78.8,66.4,21.3,12.4,8.9,0.71774,,,,
2015-08-17,Painted Cave,,CEME,,Sample #4,109.8,93.3,66.9,42.9,26.4,16.5,0.625,,,,
2015-08-17,St Mary's,,CEME,,Sample #1,98.3,87.2,67.3,31,19.9,11.1,0.55779,,,,
2015-08-17,St Mary's,,CEME,,Sample #2,104.4,90.9,67.5,36.9,23.4,13.5,0.57692,,,,
2015-08-17,St Mary's,,CEME,,Sample #3,101.5,89.6,67,34.5,22.6,11.9,0.52655,,,,
2015-08-17,St Mary's,,CEME,,Sample #4,103.6,91.4,67.3,36.3,24.1,12.2,0.50622,,,,
2015-08-17,Tunnel Road,,CEME,,Sample #1,98.3,87.1,67.2,31.1,19.9,11.2,0.56281,,,,
2015-08-17,Tunnel Road,,CEME,,Sample #2,102.4,90.1,67.2,35.2,22.9,12.3,0.53712,,,,
2015-08-17,Tunnel Road,,CEME,,Sample #3,96.3,85.8,66.8,29.5,19,10.5,0.55263,,,,
2015-08-17,Tunnel Road,,CEME,,Sample #4,105.3,92.2,67.2,38.1,25,13.1,0.524,,,,
2015-09-01,Painted Cave,,ADFA,,Sample #1,104,90.4,67.5,36.5,22.9,13.6,0.59389,,,,
2015-09-01,Painted Cave,,ADFA,,Sample #2,107.4,92.1,66,41.4,26.1,15.3,0.58621,,,,
2015-09-01,Painted Cave,,ADFA,,Sample #3,91.9,81.9,66.7,25.2,15.2,10,0.65789,,,,
2015-09-01,Painted Cave,,ADFA,,Sample #4,96.3,84.5,66.8,29.5,17.7,11.8,0.66667,,,,
2015-09-01,Painted Cave,,CEME,,Sample #1,105.1,91.9,67.6,37.5,24.3,13.2,0.54321,,,,
2015-09-01,Painted Cave,,CEME,,Sample #2,117.5,99.5,67.3,50.2,32.2,18,0.55901,,,,
2015-09-01,Painted Cave,,CEME,,Sample #3,100.5,87.7,66.3,34.2,21.4,12.8,0.59813,,,,
2015-09-01,Painted Cave,,CEME,,Sample #4,103.2,89.9,66.9,36.3,23,13.3,0.57826,,,,
2015-09-01,St Mary's,,CEME,,Sample #1,132.4,109.4,67.2,65.2,42.2,23,0.54502,,,,
2015-09-01,St Mary's,,CEME,,Sample #2,124.6,104.3,67.5,57.1,36.8,20.3,0.55163,,,,
2015-09-01,St Mary's,,CEME,,Sample #3,140,114.2,67,73,47.2,25.8,0.54661,,,,
2015-09-01,St Mary's,,CEME,,Sample #4,138.7,113.7,67.2,71.5,46.5,25,0.53763,,,,
2015-09-01,Tunnel Road,,CEME,,Sample #1,129.3,107.6,67.2,62.1,40.4,21.7,0.53713,,,,
2015-09-01,Tunnel Road,,CEME,,Sample #2,140,114.6,67.1,72.9,47.5,25.4,0.53474,,,,
2015-09-01,Tunnel Road,,CEME,,Sample #3,138.7,113.6,66.8,71.9,46.8,25.1,0.53632,,,,
2015-09-01,Tunnel Road,,CEME,,Sample #4,138.6,114,67.2,71.4,46.8,24.6,0.52564,,,,
2015-09-17,Painted Cave,,ADFA,,Sample #1,125.6,103.6,67.6,58,36,22,0.61111,,,,
2015-09-17,Painted Cave,,ADFA,,Sample #2,123.7,102.2,66.1,57.6,36.1,21.5,0.59557,,,,
2015-09-17,Painted Cave,,ADFA,,Sample #3,98.6,85.5,66.7,31.9,18.8,13.1,0.69681,,,,
2015-09-17,Painted Cave,,ADFA,,Sample #4,103.4,89.2,67,36.4,22.2,14.2,0.63964,,,,
2015-09-17,Painted Cave,,CEME,,Sample #1,122.6,100,67.6,55,32.4,22.6,0.69753,,,,
2015-09-17,Painted Cave,,CEME,,Sample #2,132.6,105.1,67.3,65.3,37.8,27.5,0.72751,,,,
2015-09-17,Painted Cave,,CEME,,Sample #3,102,88.2,66.4,35.6,21.8,13.8,0.63303,,,,
2015-09-17,Painted Cave,,CEME,,Sample #4,121.5,99.1,66.9,54.6,32.2,22.4,0.69565,,,,
2015-09-17,St Mary's,,CEME,,Sample #1,109.7,95.2,67.2,42.5,28,14.5,0.51786,,,,
2015-09-17,St Mary's,,CEME,,Sample #2,113.3,97.6,67.6,45.7,30,15.7,0.52333,,,,
2015-09-17,St Mary's,,CEME,,Sample #3,111.3,96.1,67,44.3,29.1,15.2,0.52234,,,,
2015-09-17,St Mary's,,CEME,,Sample #4,117.2,99.7,67.2,50,32.5,17.5,0.53846,,,,
2015-09-17,Tunnel Road,,CEME,,Sample #1,110.2,95.3,67.4,42.8,27.9,14.9,0.53405,,,,
2015-09-17,Tunnel Road,,CEME,,Sample #2,112.9,97.4,67.2,45.7,30.2,15.5,0.51325,,,,
2015-09-17,Tunnel Road,,CEME,,Sample #3,114.8,98.6,66.8,48,31.8,16.2,0.50943,,,,
2015-09-17,Tunnel Road,,CEME,,Sample #4,109.4,94.9,67.2,42.2,27.7,14.5,0.52347,,,,
2015-10-01,Painted Cave,,ADFA,,Sample #1,107.3,92.5,67.6,39.7,24.9,14.8,0.59438,,,,
2015-10-01,Painted Cave,,ADFA,,Sample #2,104.1,90.5,66.1,38,24.4,13.6,0.55738,,,,
2015-10-01,Painted Cave,,ADFA,,Sample #3,108.9,94,66.9,42,27.1,14.9,0.54982,,,,
2015-10-01,Painted Cave,,ADFA,,Sample #4,110.6,94.1,67,43.6,27.1,16.5,0.60886,,,,
2015-10-01,Painted Cave,,CEME,,Sample #1,104,90.9,67.6,36.4,23.3,13.1,0.56223,,,,
2015-10-01,Painted Cave,,CEME,,Sample #2,110.5,94,67.3,43.2,26.7,16.5,0.61798,,,,
2015-10-01,Painted Cave,,CEME,,Sample #3,116.8,98.5,66.5,50.3,32,18.3,0.57188,,,,
2015-10-01,Painted Cave,,CEME,,Sample #4,112.1,95.5,67,45.1,28.5,16.6,0.58246,,,,
2015-10-01,St Mary's,,CEME,,Sample #1,139.1,114.8,67.3,71.8,47.5,24.3,0.51158,,,,
2015-10-01,St Mary's,,CEME,,Sample #2,132.4,110.5,67.7,64.7,42.8,21.9,0.51168,,,,
2015-10-01,St Mary's,,CEME,,Sample #3,134.6,111.9,67.1,67.5,44.8,22.7,0.5067,,,,
2015-10-01,St Mary's,,CEME,,Sample #4,124.5,105.1,67.3,57.2,37.8,19.4,0.51323,,,,
2015-10-01,Tunnel Road,,CEME,,Sample #1,137.5,114.2,67.2,70.3,47,23.3,0.49574,,,,
2015-10-01,Tunnel Road,,CEME,,Sample #2,127.2,107,67.1,60.1,39.9,20.2,0.50627,,,,
2015-10-01,Tunnel Road,,CEME,,Sample #3,131.9,110,66.9,65,43.1,21.9,0.50812,,,,
2015-10-01,Tunnel Road,,CEME,,Sample #4,125,105.9,67.3,57.7,38.6,19.1,0.49482,,,,
2015-10-16,Painted Cave,,ADFA,,Sample #1,104.3,90.5,67.5,36.8,23,13.8,0.6,,,,
2015-10-16,Painted Cave,,ADFA,,Sample #2,110.4,93.7,66.1,44.3,27.6,16.7,0.60507,,,,
2015-10-16,Painted Cave,,ADFA,,Sample #3,93.8,83,66.7,27.1,16.3,10.8,0.66258,,,,
2015-10-16,Painted Cave,,ADFA,,Sample #4,97,84.8,67,30,17.8,12.2,0.68539,,,,
2015-10-16,Painted Cave,,CEME,,Sample #1,111.8,96.1,67.6,44.2,28.5,15.7,0.55088,,,,
2015-10-16,Painted Cave,,CEME,,Sample #2,108.4,93.8,67.3,41.1,26.5,14.6,0.55094,,,,
2015-10-16,Painted Cave,,CEME,,Sample #3,98.2,86.5,66.3,31.9,20.2,11.7,0.57921,,,,
2015-10-16,Painted Cave,,CEME,,Sample #4,110.3,93.7,67,43.3,26.7,16.6,0.62172,,,,
2015-10-16,St Mary's,,CEME,,Sample #1,94.6,85.3,67.3,27.3,18,9.3,0.51667,,,,
2015-10-16,St Mary's,,CEME,,Sample #2,104.2,91.4,67.6,36.6,23.8,12.8,0.53782,,,,
2015-10-16,St Mary's,,CEME,,Sample #3,111.8,96.5,66.9,44.9,29.6,15.3,0.51689,,,,
2015-10-16,St Mary's,,CEME,,Sample #4,109.6,95.2,67.3,42.3,27.9,14.4,0.51613,,,,
2015-10-16,Tunnel Road,,CEME,,Sample #1,99.9,88.6,67,32.9,21.6,11.3,0.52315,,,,
2015-10-16,Tunnel Road,,CEME,,Sample #2,101.1,89.5,67,34.1,22.5,11.6,0.51556,,,,
2015-10-16,Tunnel Road,,CEME,,Sample #3,110.1,95.3,66.7,43.4,28.6,14.8,0.51748,,,,
2015-10-16,Tunnel Road,,CEME,,Sample #4,119.9,101.8,67.1,52.8,34.7,18.1,0.52161,,,,
2015-11-03,Painted Cave,,ADFA,,Sample #1,111.3,95.3,67.5,43.8,27.8,16,0.57554,,,,
2015-11-03,Painted Cave,,ADFA,,Sample #2,112.4,96,66,46.4,30,16.4,0.54667,,,,
